"link";"id_provincia";"id_depto";"id_localidad";"provincia";"departamento";"localidad";"func_loc";"tiploc";"tip2loc";"personas";"hogares";"latitud";"longitud";"geom"
66028060;66;28;60;"SALTA";"CAPITAL";"VILLA SAN LORENZO";0;2;3;7004;1749;-24.7333;-65.4847;"0101000020E6100000000000C0055F50C0000000C0BBBB38C0"
66035010;66;35;10;"SALTA";"CERRILLOS";"CERRILLOS";3;2;5;11869;2833;-24.9003;-65.4875;"0101000020E610000000000040335F50C0000000A078E638C0"
66035020;66;35;20;"SALTA";"CERRILLOS";"LA MERCED";0;1;0;7708;1745;-24.9667;-65.4889;"0101000020E6100000000000004A5F50C00000008077F738C0"
66035030;66;35;30;"SALTA";"CERRILLOS";"SAN AGUSTIN";0;1;0;743;163;-24.9975;-65.4369;"0101000020E6100000000000E0F65B50C0000000205CFF38C0"
66112050;66;112;50;"SALTA";"METAN";"METAN VIEJO";0;1;0;377;103;-25.5425;-64.9842;"0101000020E6100000000000A0FC3E50C000000040E18A39C0"
66042020;66;42;20;"SALTA";"CHICOANA";"EL CARRIL";0;1;0;9658;2304;-25.0775;-65.4931;"0101000020E6100000000000408E5F50C000000000D71339C0"
66049010;66;49;10;"SALTA";"GENERAL GUEMES";"CAMPO SANTO";0;1;0;5868;1374;-24.6858;-65.1022;"0101000020E6100000000000C08A4650C0000000C092AF38C0"
66049020;66;49;20;"SALTA";"GENERAL GUEMES";"COBOS";0;1;0;895;213;-24.7422;-65.0831;"0101000020E6100000000000C0504550C00000004002BE38C0"
66049030;66;49;30;"SALTA";"GENERAL GUEMES";"EL BORDO";0;1;0;5833;1381;-24.6631;-65.1044;"0101000020E610000000000040AF4650C000000000BEA938C0"
66049040;66;49;40;"SALTA";"GENERAL GUEMES";"GENERAL GUEMES";3;1;0;31494;7747;-24.6692;-65.0486;"0101000020E6100000000000801C4350C0000000804EAB38C0"
66056010;66;56;10;"SALTA";"GRL. JOSE DE SAN MARTIN";"AGUARAY";0;1;0;10410;2558;-22.2394;-63.7278;"0101000020E6100000000000E027DD4FC0000000404C3D36C0"
66056020;66;56;20;"SALTA";"GRL. JOSE DE SAN MARTIN";"CAMPAMENTO VESPUCIO";0;1;0;1531;412;-22.5808;-63.8517;"0101000020E61000000000006003ED4FC000000080B19436C0"
66056030;66;56;30;"SALTA";"GRL. JOSE DE SAN MARTIN";"CAMPICHUELO";0;1;0;340;75;-23.1069;-63.9947;"0101000020E61000000000000053FF4FC0000000C0601B37C0"
66056040;66;56;40;"SALTA";"GRL. JOSE DE SAN MARTIN";"CAMPO DURAN";0;1;0;620;122;-22.1933;-63.655;"0101000020E610000000000000D7D34FC0000000407E3136C0"
66056050;66;56;50;"SALTA";"GRL. JOSE DE SAN MARTIN";"CAPIAZUTI";0;1;0;231;53;-22.1681;-63.7078;"0101000020E61000000000008098DA4FC0000000C0052B36C0"
66056060;66;56;60;"SALTA";"GRL. JOSE DE SAN MARTIN";"CARBONCITO";0;1;0;531;124;-23.2603;-63.8019;"0101000020E610000000000020A6E64FC0000000A0A14237C0"
66056070;66;56;70;"SALTA";"GRL. JOSE DE SAN MARTIN";"CORONEL CORNEJO";0;1;0;2672;623;-22.7375;-63.8214;"0101000020E61000000000004023E94FC0000000C0CCBC36C0"
6581025;6;581;25;"BUENOS AIRES";"NECOCHEA";"ENERGIA";0;1;0;63;19;-38.5606;-59.3597;"0101000020E6100000000000A00AAE4DC0000000C0C14743C0"
6700055;6;700;55;"BUENOS AIRES";"SAAVEDRA";"LAS ENCADENADAS";0;1;0;9;4;-38.0361;-62.4704;"0101000020E610000000000020363C4FC0000000E09E0443C0"
18112070;18;112;70;"CORRIENTES";"MONTE CASEROS";"PARADA LABOUGLE";0;1;0;492;119;-30.3158;-57.7297;"0101000020E6100000000000C066DD4CC000000040D8503EC0"
26007050;26;7;50;"CHUBUT";"BIEDMA";"RESERVA AREA PROTEGIDA EL DORADILLO";0;1;0;54;27;-42.6703;-64.9886;"0101000020E610000000000060453F50C0000000A0CB5545C0"
30015083;30;15;83;"ENTRE RIOS";"CONCORDIA";"ESTACION YUQUERI";0;1;0;190;40;-31.3833;-58.1192;"0101000020E610000000000000420F4DC00000000020623FC0"
30015087;30;15;87;"ENTRE RIOS";"CONCORDIA";"ESTANCIA GRANDE";0;1;0;578;161;-31.1667;-58.1833;"0101000020E61000000000008077174DC0000000C0AA2A3FC0"
30015120;30;15;120;"ENTRE RIOS";"CONCORDIA";"OSVALDO MAGNASCO";0;1;0;1241;318;-31.3131;-58.06;"0101000020E610000000000020AE074DC00000006027503FC0"
30021015;30;21;15;"ENTRE RIOS";"DIAMANTE";"ALDEA GRAPSCHENTAL";0;1;0;25;8;-31.9507;-60.4835;"0101000020E610000000000000E33D4EC00000002062F33FC0"
30021123;30;21;123;"ENTRE RIOS";"DIAMANTE";"LA JUANITA";0;1;0;22;11;-31.8757;-60.6484;"0101000020E610000000000020FE524EC0000000402EE03FC0"
30021127;30;21;127;"ENTRE RIOS";"DIAMANTE";"LAS JAULAS";0;1;0;44;15;-31.8285;-60.6047;"0101000020E6100000000000C0664D4EC0000000A018D43FC0"
30056035;30;56;35;"ENTRE RIOS";"GUALEGUAYCHU";"ESTACION ESCRIÑA";0;1;0;47;21;-32.5833;-58.9;"0101000020E61000000000004033734DC0000000A0AA4A40C0"
30084015;30;84;15;"ENTRE RIOS";"PARANA";"ALDEA SAN JUAN";0;1;0;66;18;-32.7;-58.7667;"0101000020E61000000000002022624DC0000000A0995940C0"
30084065;30;84;65;"ENTRE RIOS";"PARANA";"COLONIA CRESPO";0;1;0;69;23;-31.6822;-60.2317;"0101000020E610000000000040A71D4EC000000020A6AE3FC0"
34007003;34;7;3;"FORMOSA";"BERMEJO";"FORTIN SOLEDAD";0;1;0;370;92;-24.1489;-60.6836;"0101000020E6100000000000A080574EC0000000A01D2638C0"
34007007;34;7;7;"FORMOSA";"BERMEJO";"LA RINCONADA";0;1;0;745;124;-23.4944;-61.5769;"0101000020E610000000000040D9C94EC0000000E0937E37C0"
34007015;34;7;15;"FORMOSA";"BERMEJO";"LAMADRID";0;1;0;63;22;-23.8983;-60.755;"0101000020E6100000000000E0A3604EC000000020F9E537C0"
38021065;38;21;65;"JUJUY";"DR. MANUEL BELGRANO";"TESORERO";0;1;0;82;22;-23.9494;-65.3001;"0101000020E610000000000040345350C0000000600BF337C0"
38028003;38;28;3;"JUJUY";"HUMAHUACA";"APARZO";0;1;0;52;11;-23.0514;-65.2077;"0101000020E6100000000000004B4D50C000000080280D37C0"
38028007;38;28;7;"JUJUY";"HUMAHUACA";"CIANZO";0;1;0;76;18;-23.2333;-65.2167;"0101000020E610000000000060DE4D50C000000080B93B37C0"
38028043;38;28;43;"JUJUY";"HUMAHUACA";"PALCA DE APARZO";0;1;0;144;39;-23.0987;-65.1081;"0101000020E610000000000020EB4650C000000060441937C0"
38028045;38;28;45;"JUJUY";"HUMAHUACA";"PALCA DE VARAS";0;1;0;103;26;-23.1004;-65.1161;"0101000020E6100000000000206E4750C0000000E0B31937C0"
38028047;38;28;47;"JUJUY";"HUMAHUACA";"RODERO";0;1;0;30;10;-23.0339;-65.3168;"0101000020E6100000000000E0455450C000000060AC0837C0"
38049003;38;49;3;"JUJUY";"RINCONADA";"CASA COLORADA";0;1;0;59;10;-22.3001;-66.3;"0101000020E610000000000060339350C0000000C0D04C36C0"
38049007;38;49;7;"JUJUY";"RINCONADA";"COYAGUAIMA";0;1;0;83;11;-22.7333;-66.4667;"0101000020E610000000000060DE9D50C000000080B9BB36C0"
38049025;38;49;25;"JUJUY";"RINCONADA";"LOMA BLANCA";0;1;0;134;33;-22.5001;-66.5;"0101000020E61000000000002000A050C000000020078036C0"
38049035;38;49;35;"JUJUY";"RINCONADA";"OROSMAYO";0;1;0;82;20;-22.5833;-66.3502;"0101000020E610000000000080699650C000000040519536C0"
38056017;38;56;17;"JUJUY";"SAN ANTONIO";"LOS ALISOS";0;1;0;61;19;-24.27;-65.2769;"0101000020E6100000000000C0B85150C0000000C01E4538C0"
38056025;38;56;25;"JUJUY";"SAN ANTONIO";"NUESTRA SEÑORA DEL ROSARIO";0;1;;40;13;-24.3184;-65.4009;"0101000020E610000000000060A85950C0000000A0825138C0"
38084055;38;84;55;"JUJUY";"SUSQUES";"OLACAPATO";0;1;0;45;16;-24.1139;-66.7186;"0101000020E6100000000000C0FDAD50C0000000E0271D38C0"
38098025;38;98;25;"JUJUY";"TUMBAYA";"PUERTA DE COLORADOS";0;1;0;28;6;-23.6169;-65.7007;"0101000020E610000000000040D86C50C000000020ED9D37C0"
50056090;50;56;90;"MENDOZA";"LAVALLE";"EL PARAMILLO";0;1;0;90;21;-32.7758;-68.5725;"0101000020E6100000000000E0A32451C0000000604D6340C0"
50091005;50;91;5;"MENDOZA";"SAN CARLOS";"BARRIO CARRASCO";0;1;0;135;30;-33.8322;-69.0492;"0101000020E610000000000080254351C00000004086EA40C0"
50098045;50;98;45;"MENDOZA";"SAN MARTIN";"BARRIO LA ESTACION";0;1;0;111;24;-33.1553;-68.3544;"0101000020E610000000000080AE1651C0000000E0E09340C0"
50098055;50;98;55;"MENDOZA";"SAN MARTIN";"BARRIO NTRA. SRA. DE FATIMA";0;1;0;203;51;-33.1262;-68.3583;"0101000020E6100000000000A0ED1651C000000040279040C0"
50098073;50;98;73;"MENDOZA";"SAN MARTIN";"EL ESPINO";0;1;0;376;89;-33.064;-68.3903;"0101000020E6100000000000A0FA1851C000000020318840C0"
50098077;50;98;77;"MENDOZA";"SAN MARTIN";"EL RAMBLON";0;1;0;159;39;-33.1167;-68.4167;"0101000020E610000000000040AB1A51C000000000F08E40C0"
50126035;50;126;35;"MENDOZA";"TUPUNGATO";"EL ZAMPAL";0;1;0;177;42;-33.4001;-69.1068;"0101000020E610000000000080D54651C00000000037B340C0"
54007025;54;7;25;"MISIONES";"APOSTOLES";"BARRIO RURAL";0;1;0;291;53;-27.8808;-55.7864;"0101000020E6100000000000C0A8E44BC0000000207CE13BC0"
54014055;54;14;55;"MISIONES";"CAINGUAS";"KILOMETRO 17";0;1;0;439;97;-27.3139;-54.9042;"0101000020E6100000000000E0BC734BC0000000C05B503BC0"
54021005;54;21;5;"MISIONES";"CANDELARIA";"BARRIO DEL LAGO";0;1;0;69;29;-27.4703;-55.8008;"0101000020E6100000000000A080E64BC0000000A065783BC0"
54028005;54;28;5;"MISIONES";"CAPITAL";"BARRIO NUEVO GARUPA";0;1;0;375;100;-27.4572;-55.8619;"0101000020E6100000000000C052EE4BC0000000000B753BC0"
54028040;54;28;40;"MISIONES";"CAPITAL";"POSADAS (EXTENSION)";0;2;0;30846;7906;-27.472;-55.8414;"0101000020E610000000000000B3EB4BC000000000D5783BC0"
54042035;54;42;35;"MISIONES";"ELDORADO";"NUEVA DELICIA";0;1;0;817;169;-26.1745;-54.5837;"0101000020E6100000000000A0B54A4BC000000080AA2C3AC0"
54042055;54;42;55;"MISIONES";"ELDORADO";"PUEBLO NUEVO";0;1;0;651;150;-26.2433;-54.5905;"0101000020E610000000000060944B4BC0000000C0453E3AC0"
54049043;54;49;43;"MISIONES";"GENERAL MANUEL BELGRANO";"PIÑALITO NORTE";0;1;0;179;53;-25.9276;-53.9705;"0101000020E61000000000006039FC4AC00000004077ED39C0"
54049045;54;49;45;"MISIONES";"GENERAL MANUEL BELGRANO";"PUERTO ANDRESITO";0;1;0;219;43;-25.6014;-53.9769;"0101000020E6100000000000800BFD4AC000000080F49939C0"
54049047;54;49;47;"MISIONES";"GENERAL MANUEL BELGRANO";"PUERTO DESEADO";0;1;0;179;44;-25.786;-54.0377;"0101000020E610000000000080D2044BC00000008039C939C0"
54063035;54;63;35;"MISIONES";"IGUAZU";"VILLA COOPERATIVA";0;1;0;55;16;-25.936;-54.5385;"0101000020E6100000000000A0ED444BC0000000C09DEF39C0"
54077015;54;77;15;"MISIONES";"LIBERTADOR GRL. SAN MARTIN";"CAPIOVICIÑO";0;1;0;501;113;-26.8983;-55.0623;"0101000020E610000000000000FB874BC0000000A0F9E53AC0"
54077120;54;77;120;"MISIONES";"LIBERTADOR GRL. SAN MARTIN";"VILLA URRUTIA";0;1;0;123;23;-26.8463;-54.7398;"0101000020E6100000000000C0B15E4BC000000020A7D83AC0"
54091013;54;91;13;"MISIONES";"OBERA";"BARRIO ESCUELA 461";0;1;0;411;93;-27.6245;-55.0395;"0101000020E6100000000000000D854BC0000000C0DC9F3BC0"
54091017;54;91;17;"MISIONES";"OBERA";"BARRIO ESCUELA 633";0;1;0;719;170;-27.4719;-55.0799;"0101000020E6100000000000C0398A4BC0000000C0D0783BC0"
54084003;54;84;3;"MISIONES";"MONTECARLO";"BARRIO CUATRO BOCAS";0;1;0;336;74;-26.5482;-54.6749;"0101000020E61000000000002063564BC0000000E0568C3AC0"
54119025;54;119;25;"MISIONES";"25 DE MAYO";"ALICIA BAJA";0;1;0;219;65;-27.458;-54.3455;"0101000020E6100000000000E0382C4BC0000000A03D753BC0"
58014005;58;14;5;"NEUQUEN";"AÑELO";"AGUADA SAN ROQUE";0;1;0;135;42;-37.9997;-68.9228;"0101000020E6100000000000C00E3B51C0000000E0F6FF42C0"
58056020;58;56;20;"NEUQUEN";"LACAR";"VILLA LAGO MELIQUINA";0;1;0;105;27;-40.3753;-71.2583;"0101000020E61000000000000088D051C0000000E0093044C0"
6042040;6;42;40;"BUENOS AIRES";"AYACUCHO";"UDAQUIOLA";0;1;0;91;28;-36.5625;-58.5333;"0101000020E61000000000004044444DC000000000004842C0"
6049040;6;49;40;"BUENOS AIRES";"AZUL";"CHILLAR";0;1;0;3083;1119;-37.3139;-59.9853;"0101000020E6100000000000A01DFE4DC0000000802DA842C0"
6049050;6;49;50;"BUENOS AIRES";"AZUL";"16 DE JULIO";0;1;0;111;35;-37.2019;-60.1661;"0101000020E61000000000002043154EC000000060D99942C0"
6056010;6;56;10;"BUENOS AIRES";"BAHIA BLANCA";"BAHIA BLANCA";3;1;0;291327;102000;-38.7125;-62.2661;"0101000020E6100000000000E00F224FC000000040335B43C0"
6056020;6;56;20;"BUENOS AIRES";"BAHIA BLANCA";"CABILDO";0;1;0;2046;731;-38.4828;-61.8925;"0101000020E6100000000000803DF24EC0000000A0CB3D43C0"
6056030;6;56;30;"BUENOS AIRES";"BAHIA BLANCA";"GENERAL DANIEL CERRI";0;1;0;6745;2108;-38.7125;-62.3925;"0101000020E6100000000000803D324FC000000040335B43C0"
6063010;6;63;10;"BUENOS AIRES";"BALCARCE";"BALCARCE";3;1;0;38376;12772;-37.8472;-58.2553;"0101000020E610000000000000AD204DC0000000C071EC42C0"
6063020;6;63;20;"BUENOS AIRES";"BALCARCE";"LOS PINOS";0;1;0;337;126;-37.94;-58.3225;"0101000020E6100000000000A047294DC0000000E051F842C0"
6063030;6;63;30;"BUENOS AIRES";"BALCARCE";"NAPALEOFU";0;1;0;374;129;-37.6244;-58.7461;"0101000020E6100000000000A0805F4DC0000000C0EDCF42C0"
6063040;6;63;40;"BUENOS AIRES";"BALCARCE";"RAMOS OTERO";0;1;0;95;35;-37.5414;-58.3408;"0101000020E610000000000060A02B4DC0000000404CC542C0"
6063050;6;63;50;"BUENOS AIRES";"BALCARCE";"SAN AGUSTIN";0;1;0;498;182;-38.0117;-58.3553;"0101000020E6100000000000C0792D4DC0000000407E0143C0"
6063060;6;63;60;"BUENOS AIRES";"BALCARCE";"VILLA LAGUNA LA BRAVA";0;1;0;115;41;-37.8586;-57.9806;"0101000020E6100000000000E082FD4CC000000000E7ED42C0"
6070010;6;70;10;"BUENOS AIRES";"BARADERO";"BARADERO";3;1;0;28537;9052;-33.8119;-59.5042;"0101000020E61000000000008088C04DC0000000C0EDE740C0"
6070020;6;70;20;"BUENOS AIRES";"BARADERO";"IRINEO PORTELA";0;1;0;379;135;-33.98;-59.6717;"0101000020E610000000000020F9D54DC0000000A070FD40C0"
6070030;6;70;30;"BUENOS AIRES";"BARADERO";"SANTA COLOMA";0;1;0;203;58;-34.0611;-59.5586;"0101000020E6100000000000A080C74DC000000080D20741C0"
6070040;6;70;40;"BUENOS AIRES";"BARADERO";"VILLA ALSINA";0;1;0;1488;459;-33.9086;-59.3883;"0101000020E6100000000000E0B4B14DC0000000604DF440C0"
6077010;6;77;10;"BUENOS AIRES";"ARRECIFES";"ARRECIFES";3;1;0;26400;8616;-34.0636;-60.1025;"0101000020E6100000000000C01E0D4EC000000060240841C0"
6077020;6;77;20;"BUENOS AIRES";"ARRECIFES";"TODD";0;1;0;732;255;-34.0317;-60.1561;"0101000020E610000000000080FB134EC0000000A00D0441C0"
6077030;6;77;30;"BUENOS AIRES";"ARRECIFES";"VIÑA";0;1;0;464;168;-33.9911;-60.2264;"0101000020E610000000000040FA1C4EC0000000C0DCFE40C0"
6084010;6;84;10;"BUENOS AIRES";"BENITO JUAREZ";"BARKER";0;1;0;1241;430;-37.6414;-59.3889;"0101000020E610000000000020C7B14DC00000000019D242C0"
6084020;6;84;20;"BUENOS AIRES";"BENITO JUAREZ";"BENITO JUAREZ";3;1;0;14279;4973;-37.6756;-59.8058;"0101000020E61000000000008025E74DC0000000A078D642C0"
6084030;6;84;30;"BUENOS AIRES";"BENITO JUAREZ";"LOPEZ";0;1;0;138;43;-37.5533;-59.6278;"0101000020E6100000000000005BD04DC0000000A0D3C642C0"
6084040;6;84;40;"BUENOS AIRES";"BENITO JUAREZ";"TEDIN URIBURU";0;1;0;157;57;-37.3672;-59.7631;"0101000020E6100000000000C0ABE14DC00000002001AF42C0"
6084050;6;84;50;"BUENOS AIRES";"BENITO JUAREZ";"VILLA CACIQUE";0;1;0;2689;684;-37.6669;-59.4003;"0101000020E6100000000000403CB34DC0000000605ED542C0"
6091010;6;91;10;"BUENOS AIRES";"BERAZATEGUI";"BERAZATEGUI";3;2;4;324156;93137;-34.7622;-58.2078;"0101000020E610000000000080981A4DC000000080906141C0"
6098010;6;98;10;"BUENOS AIRES";"BERISSO";"BERISSO";3;2;5;87698;27171;-34.8753;-57.8864;"0101000020E61000000000004075F14CC000000020097041C0"
6105010;6;105;10;"BUENOS AIRES";"BOLIVAR";"HALE";0;1;0;211;79;-36;-60.8533;"0101000020E6100000000000003A6D4EC000000000000042C0"
6105020;6;105;20;"BUENOS AIRES";"BOLIVAR";"JUAN F. IBARRA";0;1;0;33;13;-36.3489;-61.2553;"0101000020E610000000000000ADA04EC000000060A82C42C0"
6105040;6;105;40;"BUENOS AIRES";"BOLIVAR";"PAULA";0;1;0;40;15;-36.5042;-61.0244;"0101000020E61000000000000021834EC000000080884042C0"
6105050;6;105;50;"BUENOS AIRES";"BOLIVAR";"PIROVANO";0;1;0;1551;537;-36.5097;-61.5544;"0101000020E610000000000000F8C64EC0000000A03E4142C0"
6105060;6;105;60;"BUENOS AIRES";"BOLIVAR";"SAN CARLOS DE BOLIVAR";3;1;0;26242;9275;-36.2283;-61.1133;"0101000020E6100000000000C0818E4EC0000000003A1D42C0"
6105070;6;105;70;"BUENOS AIRES";"BOLIVAR";"URDAMPILLETA";0;1;0;2643;1032;-36.4317;-61.4192;"0101000020E610000000000040A7B54EC0000000E0403742C0"
6105080;6;105;80;"BUENOS AIRES";"BOLIVAR";"VILLA LYNCH PUEYRREDON";0;1;0;62;;-36.6014;-61.3619;"0101000020E61000000000004054AE4EC000000040FA4C42C0"
6112005;6;112;5;"BUENOS AIRES";"BRAGADO";"ASAMBLEA";0;1;0;7;3;-35.2167;-60.4167;"0101000020E61000000000006055354EC0000000C0BB9B41C0"
6112010;6;112;10;"BUENOS AIRES";"BRAGADO";"BRAGADO";3;1;0;33222;11525;-35.1178;-60.4881;"0101000020E6100000000000A0783E4EC000000060138F41C0"
6112020;6;112;20;"BUENOS AIRES";"BRAGADO";"COMODORO PY";0;1;0;634;214;-35.3222;-60.5217;"0101000020E610000000000000C6424EC0000000A03EA941C0"
6112030;6;112;30;"BUENOS AIRES";"BRAGADO";"GENERAL O'BRIEN";0;1;0;2488;828;-34.9058;-60.7597;"0101000020E6100000000000A03E614EC000000060F27341C0"
6112040;6;112;40;"BUENOS AIRES";"BRAGADO";"IRALA";0;1;0;400;136;-34.7708;-60.6917;"0101000020E61000000000008088584EC0000000A0AA6241C0"
6112050;6;112;50;"BUENOS AIRES";"BRAGADO";"LA LIMPIA";0;1;0;38;15;-35.0786;-60.5928;"0101000020E610000000000020E04B4EC0000000E00F8A41C0"
6112060;6;112;60;"BUENOS AIRES";"BRAGADO";"JUAN F. SALABERRY";0;1;0;4;3;-35.0606;-60.7061;"0101000020E6100000000000E0615A4EC000000040C08741C0"
6112070;6;112;70;"BUENOS AIRES";"BRAGADO";"MECHITA";0;2;3;1414;503;-35.0689;-60.4086;"0101000020E6100000000000604D344EC000000060D18841C0"
6112080;6;112;80;"BUENOS AIRES";"BRAGADO";"OLASCOAGA";0;1;0;127;40;-35.2358;-60.6119;"0101000020E610000000000040544E4EC0000000C02F9E41C0"
6112090;6;112;90;"BUENOS AIRES";"BRAGADO";"WARNES";0;1;0;437;156;-34.9089;-60.5381;"0101000020E610000000000000DF444EC000000080567441C0"
6119010;6;119;10;"BUENOS AIRES";"BRANDSEN";"ALTAMIRANO";0;1;0;215;82;-35.3606;-58.1506;"0101000020E61000000000006045134DC0000000A026AE41C0"
6119020;6;119;20;"BUENOS AIRES";"BRANDSEN";"BARRIO LAS GOLONDRINAS";0;1;0;383;118;-35.0325;-58.1936;"0101000020E610000000000040C8184DC000000000298441C0"
6119030;6;119;30;"BUENOS AIRES";"BRANDSEN";"BARRIO LOS BOSQUECITOS";0;1;0;124;42;-35.1431;-58.2067;"0101000020E610000000000000741A4DC0000000A04F9241C0"
6119040;6;119;40;"BUENOS AIRES";"BRANDSEN";"BARRIO PARQUE LAS ACACIAS";0;1;0;229;73;-35.1019;-58.2731;"0101000020E610000000000080F3224DC0000000800C8D41C0"
6119050;6;119;50;"BUENOS AIRES";"BRANDSEN";"CORONEL BRANDSEN";3;1;0;19877;6176;-35.1681;-58.2372;"0101000020E6100000000000405D1E4DC0000000E0829541C0"
6119060;6;119;60;"BUENOS AIRES";"BRANDSEN";"GOMEZ";0;1;0;362;123;-35.0683;-58.1656;"0101000020E6100000000000E030154DC000000020BF8841C0"
6119070;6;119;70;"BUENOS AIRES";"BRANDSEN";"JEPPENER";0;1;0;2496;803;-35.2792;-58.1997;"0101000020E61000000000008090194DC0000000C0BBA341C0"
6119080;6;119;80;"BUENOS AIRES";"BRANDSEN";"OLIDEN";0;1;0;183;67;-35.1831;-57.9481;"0101000020E6100000000000E059F94CC0000000606E9741C0"
6119090;6;119;90;"BUENOS AIRES";"BRANDSEN";"SAMBOROMBON";0;1;0;6;2;-35.3217;-58.0492;"0101000020E6100000000000204B064DC0000000602CA941C0"
6126030;6;126;30;"BUENOS AIRES";"CAMPANA";"CAMPANA";3;1;0;86860;26196;-34.1628;-58.9589;"0101000020E6100000000000E0BC7A4DC0000000E0D51441C0"
6126040;6;126;40;"BUENOS AIRES";"CAMPANA";"RIO LUJAN";0;1;0;261;79;-34.2806;-58.8911;"0101000020E6100000000000E00F724DC000000040E92341C0"
6134010;6;134;10;"BUENOS AIRES";"CAÑUELAS";"ALEJANDRO PETION";0;1;0;2759;819;-34.9783;-58.675;"0101000020E61000000000006066564DC0000000003A7D41C0"
6134020;6;134;20;"BUENOS AIRES";"CAÑUELAS";"BARRIO EL TALADRO";0;1;0;155;43;-35.0731;-58.8633;"0101000020E6100000000000C0816E4DC0000000E0598941C0"
70070020;70;70;20;"SAN JUAN";"POCITO";"CARPINTERIA";0;1;0;1134;294;-31.8169;-68.5419;"0101000020E610000000000040AF2251C00000004023D13FC0"
6134030;6;134;30;"BUENOS AIRES";"CAÑUELAS";"CAÑUELAS";3;1;0;29974;9039;-35.0517;-58.7583;"0101000020E61000000000002011614DC0000000009D8641C0"
6134040;6;134;40;"BUENOS AIRES";"CAÑUELAS";"GOBERNADOR UDAONDO";0;1;0;330;105;-35.2992;-58.5942;"0101000020E6100000000000A00D4C4DC0000000204BA641C0"
6134050;6;134;50;"BUENOS AIRES";"CAÑUELAS";"MAXIMO PAZ";0;2;4;7311;1971;-34.9394;-58.6161;"0101000020E6100000000000C0DC4E4DC0000000C03F7841C0"
6134060;6;134;60;"BUENOS AIRES";"CAÑUELAS";"SANTA ROSA";0;1;0;5297;1472;-34.96;-58.7308;"0101000020E6100000000000008C5D4DC000000040E17A41C0"
6134070;6;134;70;"BUENOS AIRES";"CAÑUELAS";"URIBELARREA";0;1;0;1282;343;-35.1217;-58.8906;"0101000020E6100000000000C0FD714DC0000000C0928F41C0"
6134080;6;134;80;"BUENOS AIRES";"CAÑUELAS";"VICENTE CASARES";0;1;0;787;270;-34.9642;-58.6506;"0101000020E61000000000006045534DC0000000E0697B41C0"
6140010;6;140;10;"BUENOS AIRES";"CAPITAN SARMIENTO";"CAPITAN SARMIENTO";3;1;0;13088;4185;-34.1714;-59.7894;"0101000020E6100000000000800CE54DC000000020F01541C0"
6140020;6;140;20;"BUENOS AIRES";"CAPITAN SARMIENTO";"LA LUISA";0;1;0;230;82;-34.1275;-59.9239;"0101000020E61000000000000042F64DC0000000E0511041C0"
6147010;6;147;10;"BUENOS AIRES";"CARLOS CASARES";"BELLOCQ";0;1;0;542;185;-35.9178;-61.5314;"0101000020E61000000000008004C44EC0000000C079F541C0"
6147020;6;147;20;"BUENOS AIRES";"CARLOS CASARES";"CADRET";0;1;0;214;74;-35.7717;-61.3353;"0101000020E610000000000060EAAA4EC000000000C6E241C0"
6147030;6;147;30;"BUENOS AIRES";"CARLOS CASARES";"CARLOS CASARES";3;1;0;18347;6444;-35.6225;-61.3653;"0101000020E610000000000060C1AE4EC000000020AECF41C0"
6147040;6;147;40;"BUENOS AIRES";"CARLOS CASARES";"COLONIA MAURICIO";0;1;0;8;3;-35.5239;-61.4378;"0101000020E61000000000002009B84EC0000000C00EC341C0"
6147050;6;147;50;"BUENOS AIRES";"CARLOS CASARES";"HORTENSIA";0;1;0;224;73;-35.9267;-61.2622;"0101000020E61000000000008090A14EC0000000009DF641C0"
6147060;6;147;60;"BUENOS AIRES";"CARLOS CASARES";"LA SOFIA";0;1;0;12;4;-35.6992;-61.1703;"0101000020E6100000000000A0CB954EC0000000407ED941C0"
6147070;6;147;70;"BUENOS AIRES";"CARLOS CASARES";"MAURICIO HIRSCH";0;1;0;76;27;-35.5819;-61.5244;"0101000020E61000000000000021C34EC0000000207DCA41C0"
6147080;6;147;80;"BUENOS AIRES";"CARLOS CASARES";"MOCTEZUMA";0;1;0;471;145;-35.4764;-61.4931;"0101000020E6100000000000801CBF4EC000000040FABC41C0"
6147090;6;147;90;"BUENOS AIRES";"CARLOS CASARES";"ORDOQUI";0;1;0;174;57;-35.8819;-61.1594;"0101000020E6100000000000A068944EC000000080E3F041C0"
6147095;6;147;95;"BUENOS AIRES";"CARLOS CASARES";"SANTO TOMAS";0;1;0;27;6;-35.6831;-61.5167;"0101000020E61000000000002022C24EC0000000606ED741C0"
6147100;6;147;100;"BUENOS AIRES";"CARLOS CASARES";"SMITH";0;1;0;465;167;-35.4936;-61.5939;"0101000020E61000000000008004CC4EC0000000A02EBF41C0"
6154010;6;154;10;"BUENOS AIRES";"CARLOS TEJEDOR";"CARLOS TEJEDOR";3;1;0;5178;1801;-35.3914;-62.4169;"0101000020E6100000000000605E354FC00000000019B241C0"
6154020;6;154;20;"BUENOS AIRES";"CARLOS TEJEDOR";"COLONIA SERE";0;1;0;726;246;-35.4378;-62.7253;"0101000020E6100000000000E0D55C4FC00000002009B841C0"
6154030;6;154;30;"BUENOS AIRES";"CARLOS TEJEDOR";"CURARU";0;1;0;422;138;-35.6392;-62.1925;"0101000020E6100000000000E0A3184FC000000040D0D141C0"
